latitude,longitude
34.0665999,-117.3894452
34.0666,-117.3895835
34.06661,-117.3893121
34.0666149,-117.389881
34.0666345,-117.3891706
34.0667409,-117.3864445
34.0667454,-117.3866901
34.0667646,-117.3870905
34.0667661,-117.3883024
34.0667808,-117.3881245
34.0667813,-117.3875423
34.0667921,-117.3877599
34.0667932,-117.3879502
34.0669187,-117.3786202
34.0669334,-117.3782819
34.0669616,-117.3780352
34.0669334,-117.3782819
34.0669187,-117.3786202
34.0667932,-117.3879502
34.0667921,-117.3877599
34.0667813,-117.3875423
34.0667808,-117.3881245
34.0667661,-117.3883024
34.0667646,-117.3870905
34.0667454,-117.3866901
34.0667409,-117.3864445
34.0666345,-117.3891706
34.0666149,-117.389881
34.06661,-117.3893121
34.0666,-117.3895835
34.0665999,-117.3894452
